torneo,fecha,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,faltas_local,tiro_esquina_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,faltas_visitante,tiro_esquina_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante, valor_mercado_local ,altura_media_local,edad_media_local,valor_mercado_visitante,altura_media_visitante,edad_media_visitante,resultado,fecha_encuentro,apuesta_local,apuesta_visitante,apuesta_empate
Campeonato 2018/19,10,7,Racing Club,San Lorenzo,2,1,71,7,21,11,11,29,3,9,20,3,3,3,0,0, $79.23 ,1.79,26.24,65.33,1.78,25.14,L,10/28/2018 11:00,1.81,5.33,3.7
Campeonato 2018/19,10,8,Patronato,Rosario Central,2,1,39,4,17,16,6,61,2,9,15,2,3,3,0,0, $12.88 ,1.80,27.17,34.15,1.78,24.85,L,10/28/2018 13:15,3.05,2.52,2.91
Campeonato 2018/19,10,9,Velez,Belgrano,1,0,69,6,14,13,8,31,0,5,13,8,2,4,0,1, $53.30 ,1.79,24.50,25.90,1.80,25.11,L,10/28/2018 15:30,1.6,6.26,3.57
Campeonato 2018/19,10,10,Banfield,Estudiantes (LP),0,2,49,4,12,23,8,51,3,12,15,3,2,4,0,0, $30.18 ,1.79,25.25,32.00,1.79,25.13,V,10/28/2018 17:45,2.23,3.76,2.84
Campeonato 2018/19,10,11,Atl Tucuman,Independiente,4,2,56,4,14,16,6,44,4,8,8,7,3,3,0,1, $21.90 ,1.80,27.69,107.65,1.78,25.89,L,10/28/2018 20:00,2.49,3.07,3.01
Campeonato 2018/19,10,12,Newells,Argentinos,2,0,42,4,11,10,3,58,0,9,10,3,0,3,0,1, $24.15 ,1.78,25.37,32.53,1.77,24.78,L,10/29/2018 19:00,2.36,3.35,2.94
Campeonato 2018/19,10,13,San Martin (SJ),Def y Justicia,0,1,38,1,9,18,4,62,2,8,10,5,2,1,0,0, $12.35 ,1.78,28.20,59.83,1.78,25.89,V,10/29/2018 21:00,2.69,2.79,2.95
Campeonato 2018/19,11,1,Belgrano,Gimnasia (LP),2,0,34,5,10,16,9,66,0,8,10,6,3,1,0,0, $25.90 ,1.80,25.11,21.25,1.77,24.82,L,11/2/2018 19:00,2.44,3.38,2.8
Campeonato 2018/19,11,2,Union,Patronato,2,2,63,4,11,17,8,37,2,9,19,3,3,3,0,0, $26.60 ,1.79,25.13,12.88,1.80,27.17,E,11/2/2018 21:00,1.58,6.43,3.6
Campeonato 2018/19,11,3,Aldosivi,Banfield,1,4,59,6,16,18,2,41,5,10,17,4,2,1,0,0, $17.55 ,1.78,27.12,30.18,1.79,25.25,V,11/3/2018 13:15,2.67,2.98,2.79
Campeonato 2018/19,11,4,Godoy Cruz,Atl Tucuman,1,0,41,3,10,15,5,59,5,16,4,2,3,2,1,0, $41.53 ,1.80,23.12,21.90,1.80,27.69,L,11/3/2018 15:30,2.46,3.13,2.94
Campeonato 2018/19,11,5,Estudiantes (LP),River Plate,1,0,40,4,11,9,4,60,2,10,18,2,1,2,0,0, $32.00 ,1.79,25.13,148.58,1.78,25.34,L,11/3/2018 17:45,3.3,2.35,2.98
Campeonato 2018/19,11,6,Boca Juniors,Tigre,4,1,60,7,19,6,6,40,8,18,10,4,3,2,0,0, $201.05 ,1.79,24.88,25.88,1.78,27.65,L,11/3/2018 20:00,1.69,5.3,3.5
Campeonato 2018/19,11,7,Argentinos,Independiente,0,2,50,7,15,10,6,50,4,8,10,3,1,0,0,0, $32.53 ,1.77,24.78,107.65,1.78,25.89,V,11/4/2018 11:00,3.91,2.06,3.06
Campeonato 2018/19,11,8,Rosario Central,Colon,1,1,58,6,13,11,9,42,5,11,21,8,0,2,0,0, $34.15 ,1.78,24.85,43.83,1.79,26.17,E,11/4/2018 13:15,2.24,3.65,2.9
Campeonato 2018/19,11,9,San Lorenzo,Talleres (C),0,1,52,4,11,13,3,48,4,14,16,5,1,3,0,1, $65.33 ,1.78,25.14,47.78,1.77,23.90,V,11/4/2018 15:30,2.15,3.93,2.9
Campeonato 2018/19,11,10,Racing Club,Newells,1,0,47,5,10,13,6,53,4,11,19,10,1,2,0,0, $79.23 ,1.79,26.24,24.15,1.78,25.37,L,11/4/2018 17:45,1.55,6.35,3.81
Campeonato 2018/19,11,11,San Martin (T),San Martin (SJ),2,0,51,6,18,10,1,49,1,9,22,2,1,4,0,0, $12.95 ,1.79,27.36,12.35,1.78,28.20,L,11/4/2018 20:00,1.97,4.13,3.17
Campeonato 2018/19,11,12,Def y Justicia,Velez,3,2,42,5,12,9,2,58,6,13,21,4,2,3,0,0, $59.83 ,1.78,25.89,53.30,1.79,24.50,L,11/5/2018 19:00,2.22,3.75,2.87
Campeonato 2018/19,11,13,Lanus,Huracan,0,1,70,2,16,13,4,30,1,5,13,2,1,2,0,0, $54.48 ,1.80,24.94,33.30,1.79,27.29,V,11/5/2018 21:00,2.54,3.05,2.93
Campeonato 2018/19,12,1,Talleres (C),Aldosivi,0,0,59,0,8,8,4,41,1,11,11,6,1,2,0,0, $47.78 ,1.77,23.90,17.55,1.78,27.12,E,11/9/2018 19:00,1.95,4.41,3.08
Campeonato 2018/19,12,2,Atl Tucuman,Rosario Central,2,1,51,3,9,17,1,49,7,14,9,4,1,2,0,1, $21.90 ,1.80,27.69,34.15,1.78,24.85,L,11/9/2018 21:00,1.78,4.76,3.39
Campeonato 2018/19,12,3,Colon,Estudiantes (LP),1,1,57,4,14,15,6,43,3,10,11,7,1,1,0,0, $43.83 ,1.79,26.17,32.00,1.79,25.13,E,11/10/2018 20:30,2.31,3.57,2.84
Campeonato 2018/19,12,4,Independiente,Belgrano,2,1,70,7,17,6,10,30,2,11,16,4,2,2,1,1, $107.65 ,1.78,25.89,25.90,1.80,25.11,L,11/11/2018 13:15,1.51,6.92,3.9
Campeonato 2018/19,12,5,Gimnasia (LP),Racing Club,0,3,47,5,19,17,8,53,8,12,12,3,4,2,0,0, $21.25 ,1.77,24.82,79.23,1.79,26.24,V,11/11/2018 15:30,3.8,2.06,3.17
Campeonato 2018/19,12,6,Banfield,Lanus,0,0,43,2,6,18,2,57,4,15,13,7,3,2,0,0, $30.18 ,1.79,25.25,54.48,1.80,24.94,E,11/11/2018 17:45,2.15,3.81,2.98
Campeonato 2018/19,12,7,Tigre,Argentinos,2,1,47,8,21,8,9,53,3,16,11,3,3,2,1,0, $25.88 ,1.78,27.65,32.53,1.77,24.78,L,11/12/2018 17:00,1.93,4.37,3.13
Campeonato 2018/19,12,8,Newells,Def y Justicia,0,0,55,4,16,13,6,45,5,17,8,3,3,1,0,0, $24.15 ,1.78,25.37,59.83,1.78,25.89,E,11/12/2018 19:15,2.59,2.99,2.93
Campeonato 2018/19,12,9,Huracan,Godoy Cruz,2,1,52,3,12,9,9,48,2,11,20,7,0,1,0,0, $33.30 ,1.79,27.29,41.53,1.80,23.12,L,11/12/2018 19:15,2.3,3.51,2.91
Campeonato 2018/19,12,10,Patronato,San Martin (T),3,3,34,8,15,16,8,66,7,19,12,10,1,1,0,0, $12.88 ,1.80,27.17,12.95,1.79,27.36,E,11/12/2018 21:30,2.31,3.4,2.97
Campeonato 2018/19,12,11,Velez,San Lorenzo,0,0,58,6,18,17,4,42,5,9,8,3,4,2,0,0, $53.30 ,1.79,24.50,65.33,1.78,25.14,E,11/12/2018 21:30,1.9,4.44,3.23
Campeonato 2018/19,12,12,River Plate,Union,1,2,,,,,,,,,,,,,0,0, $148.58 ,1.78,25.34,26.60,1.79,25.13,V,1/23/2019 21:00,1.54,6.78,3.68
Campeonato 2018/19,12,13,San Martin (SJ),Boca Juniors,0,4,42,2,10,18,1,58,6,9,17,4,4,3,0,0, $12.35 ,1.78,28.20,201.05,1.79,24.88,V,1/31/2019 21:00,5.01,1.7,3.58
Campeonato 2018/19,13,1,Boca Juniors,Patronato,1,0,71,6,17,13,6,29,3,13,18,4,3,1,0,0, $201.05 ,1.79,24.88,12.88,1.80,27.17,L,11/17/2018 17:10,1.36,9.05,4.54
Campeonato 2018/19,13,2,Gimnasia (LP),San Martin (SJ),0,2,57,2,13,9,8,43,4,7,17,5,0,2,0,0, $21.25 ,1.77,24.82,12.35,1.78,28.20,V,11/21/2018 17:10,1.87,4.5,3.3
Campeonato 2018/19,13,3,Belgrano,Atl Tucuman,1,3,48,2,18,8,5,52,4,10,14,1,1,3,0,0, $25.90 ,1.80,25.11,21.90,1.80,27.69,V,11/23/2018 19:00,2.64,2.91,2.89
Campeonato 2018/19,13,4,Argentinos,Talleres (C),0,2,51,2,14,16,7,49,3,7,18,4,5,1,0,0, $32.53 ,1.77,24.78,47.78,1.77,23.90,V,11/23/2018 21:15,2.63,3.04,2.81
Campeonato 2018/19,13,5,Rosario Central,Estudiantes (LP),2,1,60,3,14,19,7,40,2,9,16,3,4,3,0,1, $34.15 ,1.78,24.85,32.00,1.79,25.13,L,11/23/2018 21:15,2.31,3.5,2.88
Campeonato 2018/19,13,6,Union,Velez,0,2,46,3,9,13,1,54,4,7,13,1,5,2,0,0, $26.60 ,1.79,25.13,53.30,1.79,24.50,V,11/25/2018 17:10,2.35,3.41,2.87
Campeonato 2018/19,13,7,San Martin (T),Colon,0,0,61,4,14,7,7,39,1,9,16,3,2,2,0,0, $12.95 ,1.79,27.36,43.83,1.79,26.17,E,11/25/2018 19:20,2.7,2.85,2.9
Campeonato 2018/19,13,8,Aldosivi,Newells,1,0,36,3,9,15,5,64,4,8,10,6,2,2,0,0, $17.55 ,1.78,27.12,24.15,1.78,25.37,L,11/25/2018 19:20,2.97,2.67,2.81
Campeonato 2018/19,13,9,Racing Club,Banfield,0,0,71,5,17,9,8,29,1,4,18,3,3,4,0,0, $79.23 ,1.79,26.24,30.18,1.79,25.25,E,11/25/2018 21:30,1.55,6.61,3.71
Campeonato 2018/19,13,10,Def y Justicia,Tigre,2,1,63,6,19,15,4,37,8,14,13,4,0,3,0,2, $59.83 ,1.78,25.89,25.88,1.78,27.65,L,11/26/2018 19:00,1.53,6.41,3.88
Campeonato 2018/19,13,11,Lanus,Independiente,1,0,44,4,15,15,4,56,3,5,12,4,3,2,0,0, $54.48 ,1.80,24.94,107.65,1.78,25.89,L,11/26/2018 21:15,3.53,2.17,3.11
Campeonato 2018/19,13,12,San Lorenzo,Huracan,0,0,,,,,,,,,,,,,0,0, $65.33 ,1.78,25.14,33.30,1.79,27.29,E,1/20/2019 18:00,2.35,3.3,2.93
Campeonato 2018/19,13,13,Godoy Cruz,River Plate,0,4,28,0,2,11,1,72,11,23,8,6,1,1,1,0, $41.53 ,1.80,23.12,148.58,1.78,25.34,V,1/30/2019 21:00,4.89,1.8,3.31
Campeonato 2018/19,14,1,Colon,Belgrano,1,1,53,3,11,15,2,47,2,10,22,2,1,2,0,0, $43.83 ,1.79,26.17,25.90,1.80,25.11,E,11/30/2018 19:00,1.96,4.31,3.1
Campeonato 2018/19,14,2,Newells,Patronato,1,0,54,8,27,11,7,46,3,13,12,9,2,3,0,0, $24.15 ,1.78,25.37,12.88,1.80,27.17,L,11/30/2018 21:15,1.59,6.1,3.67
Campeonato 2018/19,14,3,Estudiantes (LP),Lanus,1,1,49,4,18,11,4,51,4,17,19,4,2,1,0,0, $32.00 ,1.79,25.13,54.48,1.80,24.94,E,12/1/2018 17:10,2.4,3.42,2.8
Campeonato 2018/19,14,4,Atl Tucuman,San Martin (T),2,3,46,3,12,14,0,54,11,20,17,8,3,6,1,0, $21.90 ,1.80,27.69,12.95,1.79,27.36,V,12/1/2018 19:20,1.73,5.19,3.39
Campeonato 2018/19,14,5,Banfield,Argentinos,0,1,59,4,19,15,12,41,1,7,12,6,5,3,0,0, $30.18 ,1.79,25.25,32.53,1.77,24.78,V,12/1/2018 21:30,2,4.3,3
Campeonato 2018/19,14,6,Aldosivi,San Lorenzo,2,2,43,5,15,11,7,57,2,10,6,6,3,2,0,0, $17.55 ,1.78,27.12,65.33,1.78,25.14,E,12/2/2018 17:10,2.54,3.04,2.91
Campeonato 2018/19,14,7,Independiente,Boca Juniors,0,1,61,7,25,15,3,39,2,5,19,5,4,5,0,1, $107.65 ,1.78,25.89,201.05,1.79,24.88,V,12/2/2018 19:20,2.34,3.2,3.07
Campeonato 2018/19,14,8,River Plate,Gimnasia (LP),3,1,62,7,18,8,5,38,4,7,16,4,1,3,0,0, $148.58 ,1.78,25.34,21.25,1.77,24.82,L,12/2/2018 21:30,1.41,9.05,4.05
Campeonato 2018/19,14,9,Tigre,Godoy Cruz,1,3,56,5,12,8,7,44,7,15,13,5,3,2,0,0, $25.88 ,1.78,27.65,41.53,1.80,23.12,V,12/3/2018 17:10,2.3,3.2,3.13
Campeonato 2018/19,14,10,Velez,Rosario Central,2,0,74,5,15,12,7,26,1,8,10,3,1,4,0,0, $53.30 ,1.79,24.50,34.15,1.78,24.85,L,12/3/2018 19:20,1.36,10.32,4.28
Campeonato 2018/19,14,11,San Martin (SJ),Union,2,0,42,3,5,15,1,58,2,10,12,6,5,1,1,1, $12.35 ,1.78,28.20,26.60,1.79,25.13,L,12/3/2018 19:20,3.37,2.38,2.85
Campeonato 2018/19,14,12,Talleres (C),Racing Club,1,3,40,2,14,16,7,60,6,11,14,4,2,1,0,0, $47.78 ,1.77,23.90,79.23,1.79,26.24,V,12/3/2018 21:30,3.66,2.14,3.07
Campeonato 2018/19,14,13,Huracan,Def y Justicia,1,1,31,1,10,19,2,69,2,11,13,3,1,2,0,0, $33.30 ,1.79,27.29,59.83,1.78,25.89,E,12/3/2018 21:30,3.19,2.49,2.86
Campeonato 2018/19,15,1,San Martin (T),Newells,0,3,42,1,11,15,9,58,7,16,15,5,4,2,1,0, $12.95 ,1.79,27.36,24.15,1.78,25.37,V,12/7/2018 21:00,2.61,2.93,2.94
Campeonato 2018/19,15,2,San Lorenzo,Estudiantes (LP),1,1,58,5,9,13,1,42,2,11,13,5,4,2,0,0, $65.33 ,1.78,25.14,32.00,1.79,25.13,E,12/8/2018 17:10,2.4,3.32,2.88
Campeonato 2018/19,15,3,Union,Banfield,0,1,52,2,6,10,7,48,3,13,14,2,2,1,0,0, $26.60 ,1.79,25.13,30.18,1.79,25.25,V,12/8/2018 17:10,1.74,5.44,3.24
Campeonato 2018/19,15,4,Def y Justicia,Colon,3,0,61,6,16,11,8,39,1,4,13,1,2,2,0,0, $59.83 ,1.78,25.89,43.83,1.79,26.17,L,12/8/2018 19:20,1.72,5.62,3.25
Campeonato 2018/19,15,5,Lanus,Talleres (C),2,1,52,5,21,8,6,48,5,10,9,4,1,1,0,0, $54.48 ,1.80,24.94,47.78,1.77,23.90,L,12/8/2018 19:20,2.17,3.67,2.99
Campeonato 2018/19,15,6,Godoy Cruz,Independiente,1,1,36,6,16,12,3,64,7,15,7,4,2,2,0,0, $41.53 ,1.80,23.12,107.65,1.78,25.89,E,12/8/2018 21:30,3.33,2.25,3.09
Campeonato 2018/19,15,7,Argentinos,Aldosivi,1,2,60,3,22,9,7,40,3,9,9,6,3,5,0,1, $32.53 ,1.77,24.78,17.55,1.78,27.12,V,12/9/2018 19:20,2.32,3.34,2.97
Campeonato 2018/19,15,8,Gimnasia (LP),Huracan,2,2,52,7,12,13,2,48,5,13,20,5,5,3,0,0, $21.25 ,1.77,24.82,33.30,1.79,27.29,E,12/9/2018 19:20,2.69,2.93,2.86
Campeonato 2018/19,15,9,Racing Club,San Martin (SJ),1,0,64,8,16,13,8,36,3,15,18,4,2,3,0,0, $79.23 ,1.79,26.24,12.35,1.78,28.20,L,12/9/2018 21:30,1.24,13.84,5.36
Campeonato 2018/19,15,10,Patronato,Velez,3,3,31,8,17,18,1,69,5,16,12,5,6,3,0,1, $12.88 ,1.80,27.17,53.30,1.79,24.50,E,12/10/2018 19:00,4.19,1.94,3.23
Campeonato 2018/19,15,11,Belgrano,Tigre,1,2,45,2,9,14,1,55,5,18,12,9,4,1,0,0, $25.90 ,1.80,25.11,25.88,1.78,27.65,V,12/10/2018 21:15,2.14,3.52,3.19
Campeonato 2018/19,15,12,Rosario Central,River Plate,1,1,40,6,16,11,8,60,8,22,10,7,1,2,0,0, $34.15 ,1.78,24.85,148.58,1.78,25.34,E,2/14/2019 21:00,4.32,1.86,3.39
Campeonato 2018/19,15,13,Boca Juniors,Atl Tucuman,1,2,71,7,18,8,8,29,3,9,20,3,3,7,0,0, $201.05 ,1.79,24.88,21.90,1.80,27.69,V,2/20/2019 21:00,1.47,7.21,4.05
Campeonato 2018/19,16,1,Banfield,San Martin (SJ),1,1,63,6,15,10,7,37,3,10,15,1,2,1,0,0, $30.18 ,1.79,25.25,12.35,1.78,28.20,E,1/25/2019 19:00,1.97,4.2,3.13
Campeonato 2018/19,16,2,Godoy Cruz,Lanus,0,2,62,2,13,18,3,38,2,5,15,1,3,2,0,0, $41.53 ,1.80,23.12,54.48,1.80,24.94,V,1/25/2019 19:00,2.27,3.4,3.02
Campeonato 2018/19,16,3,Def y Justicia,San Lorenzo,1,0,51,7,20,14,6,49,2,8,16,2,2,3,0,1, $59.83 ,1.78,25.89,65.33,1.78,25.14,L,1/25/2019 21:10,1.81,4.75,3.34
Campeonato 2018/19,16,4,Tigre,San Martin (T),2,2,43,3,11,19,2,57,5,12,10,5,2,2,0,0, $25.88 ,1.78,27.65,12.95,1.79,27.36,E,1/26/2019 17:10,1.78,4.63,3.46
Campeonato 2018/19,16,5,Huracan,Rosario Central,2,1,45,7,16,12,3,55,6,19,13,6,1,3,1,1, $33.30 ,1.79,27.29,34.15,1.78,24.85,L,1/26/2019 17:10,2.25,3.5,2.99
Campeonato 2018/19,16,6,Atl Tucuman,Gimnasia (LP),4,1,53,6,9,11,4,47,3,9,17,2,0,5,0,0, $21.90 ,1.80,27.69,21.25,1.77,24.82,L,1/26/2019 19:20,1.9,4.38,3.23
Campeonato 2018/19,16,7,Aldosivi,Racing Club,1,3,47,4,9,11,5,53,5,10,8,3,5,2,0,0, $17.55 ,1.78,27.12,79.23,1.79,26.24,V,1/26/2019 21:30,4.44,1.87,3.28
Campeonato 2018/19,16,8,Belgrano,Union,0,0,46,2,11,17,3,54,2,13,14,6,4,2,0,0, $25.90 ,1.80,25.11,26.60,1.79,25.13,E,1/27/2019 17:10,3.02,2.7,2.73
Campeonato 2018/19,16,9,Independiente,Talleres (C),1,1,61,3,12,15,4,39,4,14,16,7,2,3,0,0, $107.65 ,1.78,25.89,47.78,1.77,23.90,E,1/27/2019 17:10,1.62,5.96,3.59
Campeonato 2018/19,16,10,River Plate,Patronato,1,3,74,5,17,7,14,26,4,7,13,3,1,2,0,0, $148.58 ,1.78,25.34,12.88,1.80,27.17,V,1/27/2019 19:20,1.4,8.4,4.29
Campeonato 2018/19,16,11,Newells,Boca Juniors,1,1,50,2,8,13,1,50,10,17,7,5,2,1,0,0, $24.15 ,1.78,25.37,201.05,1.79,24.88,E,1/27/2019 21:30,3.16,2.43,2.97
Campeonato 2018/19,16,12,Colon,Argentinos,2,0,53,5,12,17,2,47,1,5,13,1,1,2,0,2, $43.83 ,1.79,26.17,32.53,1.77,24.78,L,1/28/2019 19:00,2.1,3.96,2.98
Campeonato 2018/19,16,13,Estudiantes (LP),Velez,1,2,33,2,7,13,0,67,5,12,18,3,3,3,0,0, $32.00 ,1.79,25.13,53.30,1.79,24.50,V,1/28/2019 21:10,3.34,2.42,2.84
Campeonato 2018/19,17,1,Gimnasia (LP),Tigre,3,1,43,6,14,16,6,57,4,14,7,5,3,2,0,0, $21.25 ,1.77,24.82,25.88,1.78,27.65,L,2/1/2019 19:00,2.44,3.05,3.04
Campeonato 2018/19,17,2,San Martin (T),Def y Justicia,1,2,34,1,6,11,5,66,3,19,9,7,3,1,0,0, $12.95 ,1.79,27.36,59.83,1.78,25.89,V,2/1/2019 21:10,3.85,2.09,3.06
Campeonato 2018/19,17,3,Talleres (C),Banfield,3,1,35,4,9,15,4,65,5,10,12,13,3,4,0,0, $47.78 ,1.77,23.90,30.18,1.79,25.25,L,2/1/2019 21:10,2.23,3.71,2.89
Campeonato 2018/19,17,4,San Lorenzo,Independiente,0,0,62,6,11,21,6,38,1,2,17,0,3,4,0,1, $65.33 ,1.78,25.14,107.65,1.78,25.89,E,2/2/2019 17:10,3.09,2.43,3.04
Campeonato 2018/19,17,5,Lanus,Colon,1,0,60,2,9,14,4,40,5,9,9,1,3,2,0,0, $54.48 ,1.80,24.94,43.83,1.79,26.17,L,2/2/2019 19:20,1.92,4.29,3.25
Campeonato 2018/19,17,6,Argentinos,Belgrano,0,0,71,5,17,12,6,29,1,6,17,4,3,2,0,1, $32.53 ,1.77,24.78,25.90,1.80,25.11,E,2/2/2019 19:20,2.21,3.66,2.96
Campeonato 2018/19,17,7,Rosario Central,Aldosivi,0,0,52,2,17,8,5,48,6,14,17,5,3,3,0,0, $34.15 ,1.78,24.85,17.55,1.78,27.12,E,2/2/2019 21:30,2.12,3.99,2.92
Campeonato 2018/19,17,8,Union,Newells,0,0,42,4,8,15,3,58,4,11,11,2,2,2,0,0, $26.60 ,1.79,25.13,24.15,1.78,25.37,E,2/3/2019 17:10,2.28,3.48,2.93
Campeonato 2018/19,17,9,Boca Juniors,Godoy Cruz,2,0,54,4,17,7,4,46,3,11,13,4,1,0,0,0, $201.05 ,1.79,24.88,41.53,1.80,23.12,L,2/3/2019 17:10,1.28,11.37,5.18
Campeonato 2018/19,17,10,Racing Club,Huracan,3,1,61,8,19,12,4,39,2,12,19,3,3,5,0,2, $79.23 ,1.79,26.24,33.30,1.79,27.29,L,2/3/2019 19:20,1.44,7.35,4.31
Campeonato 2018/19,17,11,Velez,River Plate,1,2,46,6,11,19,3,54,3,8,18,6,2,2,1,0, $53.30 ,1.79,24.50,148.58,1.78,25.34,V,2/3/2019 21:30,2.94,2.59,2.98
Campeonato 2018/19,17,12,Patronato,Atl Tucuman,3,0,39,8,11,15,3,61,3,11,10,4,1,0,0,1, $12.88 ,1.80,27.17,21.90,1.80,27.69,L,2/4/2019 19:00,3.19,2.35,3.09
Campeonato 2018/19,17,13,San Martin (SJ),Estudiantes (LP),3,0,47,4,9,11,5,53,1,5,14,5,3,1,0,0, $12.35 ,1.78,28.20,32.00,1.79,25.13,L,2/4/2019 21:10,2.81,2.82,2.84
Campeonato 2018/19,18,1,Tigre,Banfield,4,4,45,5,14,18,5,55,9,18,14,4,5,3,1,0, $25.88 ,1.78,27.65,30.18,1.79,25.25,E,2/8/2019 19:00,2.3,3.33,3.04
Campeonato 2018/19,18,2,Lanus,Gimnasia (LP),2,0,64,4,11,8,4,36,2,12,23,6,1,3,0,0, $54.48 ,1.80,24.94,21.25,1.77,24.82,L,2/8/2019 21:10,1.9,4.51,3.14
Campeonato 2018/19,18,3,Huracan,Velez,1,1,44,3,11,19,3,56,3,10,13,3,4,6,0,1, $33.30 ,1.79,27.29,53.30,1.79,24.50,E,2/8/2019 21:10,3.83,2.03,3.22
Campeonato 2018/19,18,4,Estudiantes (LP),Patronato,1,0,62,6,14,9,3,38,2,9,15,4,1,2,0,1, $32.00 ,1.79,25.13,12.88,1.80,27.17,L,2/9/2019 17:10,2.16,3.8,2.94
Campeonato 2018/19,18,5,Independiente,Union,2,1,63,6,12,12,6,37,2,7,17,3,3,4,0,0, $107.65 ,1.78,25.89,26.60,1.79,25.13,L,2/9/2019 19:20,1.91,4.66,3.05
Campeonato 2018/19,18,6,Atl Tucuman,Talleres (C),0,0,57,1,13,8,4,43,3,11,10,5,1,0,0,0, $21.90 ,1.80,27.69,47.78,1.77,23.90,E,2/9/2019 19:20,1.57,6.14,3.74
Campeonato 2018/19,18,7,Newells,Rosario Central,0,0,66,1,6,22,6,34,4,9,20,3,2,3,0,0, $24.15 ,1.78,25.37,34.15,1.78,24.85,E,2/10/2019 17:10,2.17,3.76,2.96
Campeonato 2018/19,18,8,Godoy Cruz,San Martin (T),3,2,54,5,14,20,6,46,2,8,9,3,1,1,0,1, $41.53 ,1.80,23.12,12.95,1.79,27.36,L,2/10/2019 17:10,2.1,3.79,3.09
Campeonato 2018/19,18,9,River Plate,Racing Club,2,0,52,3,15,10,4,48,0,6,17,4,2,3,0,1, $148.58 ,1.78,25.34,79.23,1.79,26.24,L,2/10/2019 19:20,2.14,3.44,3.25
Campeonato 2018/19,18,10,Belgrano,Boca Juniors,1,1,38,8,16,14,10,62,4,15,8,5,3,4,1,0, $25.90 ,1.80,25.11,201.05,1.79,24.88,E,2/10/2019 21:30,5.34,1.72,3.35
Campeonato 2018/19,18,11,Def y Justicia,Argentinos,2,1,64,4,12,13,10,36,3,9,20,7,2,3,0,0, $59.83 ,1.78,25.89,32.53,1.77,24.78,L,2/11/2019 19:00,1.55,6.81,3.61
Campeonato 2018/19,18,12,Aldosivi,San Martin (SJ),1,0,75,2,15,20,5,25,2,6,8,1,5,1,0,1, $17.55 ,1.78,27.12,12.35,1.78,28.20,L,2/11/2019 21:10,2,3.98,3.18
Campeonato 2018/19,18,13,Colon,San Lorenzo,1,1,38,2,9,17,5,62,2,5,22,3,4,2,0,0, $43.83 ,1.79,26.17,65.33,1.78,25.14,E,3/23/2019 20:00,2.59,3.08,2.81
Campeonato 2018/19,19,1,Union,Atl Tucuman,3,0,47,7,18,8,9,53,1,15,15,5,0,0,0,0, $26.60 ,1.79,25.13,21.90,1.80,27.69,L,2/15/2019 19:00,2.01,4.1,3.11
Campeonato 2018/19,19,2,Velez,Colon,1,1,42,1,6,8,1,58,3,8,12,6,1,2,1,0, $53.30 ,1.79,24.50,43.83,1.79,26.17,E,2/15/2019 19:00,1.59,6.01,3.69
Campeonato 2018/19,19,3,San Martin (T),Belgrano,0,0,56,4,13,18,7,44,6,16,21,4,4,4,1,1, $12.95 ,1.79,27.36,25.90,1.80,25.11,E,2/15/2019 21:10,2.5,3.09,2.91
Campeonato 2018/19,19,4,San Lorenzo,Newells,1,1,57,7,17,8,9,43,4,14,12,3,1,2,0,0, $65.33 ,1.78,25.14,24.15,1.78,25.37,E,2/16/2019 17:10,2.27,3.54,2.91
Campeonato 2018/19,19,5,Patronato,Aldosivi,0,0,45,4,11,12,6,55,2,6,14,4,2,1,0,0, $12.88 ,1.80,27.17,17.55,1.78,27.12,E,2/16/2019 19:20,2.36,3.25,2.99
Campeonato 2018/19,19,6,Gimnasia (LP),Def y Justicia,0,1,36,1,10,21,4,64,4,12,14,7,1,4,0,0, $21.25 ,1.77,24.82,59.83,1.78,25.89,V,2/16/2019 19:20,4.33,1.93,3.18
Campeonato 2018/19,19,7,San Martin (SJ),Independiente,1,1,50,6,18,23,4,50,5,13,16,3,3,2,0,1, $12.35 ,1.78,28.20,107.65,1.78,25.89,E,2/16/2019 21:30,3.94,2.01,3.17
Campeonato 2018/19,19,8,Talleres (C),Huracan,0,0,52,3,12,13,2,48,1,7,12,4,0,0,0,0, $47.78 ,1.77,23.90,33.30,1.79,27.29,E,2/17/2019 17:10,3.03,2.62,2.82
Campeonato 2018/19,19,9,Rosario Central,Tigre,0,2,62,2,13,10,7,38,7,14,15,3,3,1,0,0, $34.15 ,1.78,24.85,25.88,1.78,27.65,V,2/17/2019 17:10,1.91,4.13,3.32
Campeonato 2018/19,19,10,Boca Juniors,Lanus,2,1,49,6,16,7,1,51,3,10,19,4,1,4,0,0, $201.05 ,1.79,24.88,54.48,1.80,24.94,L,2/17/2019 19:20,1.59,6.64,3.52
Campeonato 2018/19,19,11,Banfield,River Plate,1,1,45,6,18,14,10,55,4,11,15,3,4,1,0,0, $30.18 ,1.79,25.25,148.58,1.78,25.34,E,2/17/2019 21:30,5.62,1.59,3.83
Campeonato 2018/19,19,12,Argentinos,Estudiantes (LP),2,1,52,6,18,10,5,48,2,10,9,5,0,2,0,0, $32.53 ,1.77,24.78,32.00,1.79,25.13,L,2/18/2019 19:00,2.28,3.53,2.91
